文章标题,时间,昵称,内容,类型
2024年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2024-03-05 14:21:55 新疆,雨过晴天,真的合格吗,主评论
2024年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2024-03-05 13:09:25 新疆,我就是我💥,水质太差，烧水壶三天就厚厚的一层垢！,主评论
2024年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2024-03-05 11:44:31 新疆,松烟照暖,水的质量提高一些，那个水垢唉！还有有时候接出来水都浑浊发白什么鬼,主评论
2024年乌鲁木齐市管网末梢水水质常规指标（43项）检测结果,2024-03-05 11:35:02 新疆,幾汻,一烧开水全是白色粉末,主评论
2024年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2024-03-02 08:31:44 新疆,飞翔,停水了，要换手表电池,主评论
水业集团携手建行手机银行缴费好礼来袭,2024-02-27 18:20:40 新疆,王秀霞,生活用水4.25我们小区4.8收费是否合理,主评论
水业集团携手建行手机银行缴费好礼来袭,2024-02-26 11:08:42 新疆,宇见未来,你好，在物业缴水费的，如何实现在手机端就能缴费？,主评论
水业集团携手建行手机银行缴费好礼来袭,2024-02-02 18:49:37 新疆,赵建成,所给金额太小了。,主评论
水业集团携手建行手机银行缴费好礼来袭,2024-01-26 16:23:06 新疆,禅茶,我是水西沟的用户，现在还是物业收费！怎么才能转成给水物上交？,主评论
水业集团携手建行手机银行缴费好礼来袭,2024-01-26 14:08:03 广东,消息,为什么你们所有业务电话都打不通，空号或者无法接通，看来要打市长热线投诉。,主评论
水业集团携手建行手机银行缴费好礼来袭,2024-01-26 12:20:57 新疆,清,不知道水表号，问物业不告诉我们。,主评论
水业集团携手建行手机银行缴费好礼来袭,2024-01-26 12:12:59 新疆,零点99,卡表表号在哪查？特别是老水表的,主评论
水业集团携手建行手机银行缴费好礼来袭,2024-01-26 12:10:53 新疆,呵呵 ,略复杂，我试试哈哈哈,主评论
2023年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2024-01-15 17:00:57 山西,未命名用户,小编您好，我是CCTV《信用中国》栏目制片。目前正在策划贺岁档特别对话节目，栏目组现在希望可以针对各个领域做素材征集，寻找有故事，有理想，有情怀的企业家朋友来做客演播厅，与主持人李雨霏、姚雪松、韩非，董倩等同台对话。联系到贵单位觉得您这边题材符合我们征集对象，想邀请公司的负责人作为上镜嘉宾做客节目，麻烦您汇报转告一下。制片微信联系方式：19800256073,主评论
2023年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2024-01-12 07:59:51 新疆,英,沙区仓房沟路昌佳苑水质太差，用盆接水存放几天几面都有结晶，想想太可怕，差评,主评论
2023年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2024-01-05 19:19:10 新疆,革命本钱,从来没不合格过，又当裁判又当运动员，请问检查报告哪个单位监督？,主评论
2023年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2024-01-03 08:00:09 新疆,西土瓦,停水了，有公告吗？,主评论
2023年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2024-01-02 12:08:46 新疆,annihilate,这个就是有问题也不敢发表,主评论
2023年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2024-01-02 11:07:28 海南,青青小草,水质量太差，暖瓶，烧水壶都是水垢，用几次就要清理,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（43项）检测结果,2024-01-14 15:19:08 新疆,海岸,,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（43项）检测结果,2024-01-02 12:05:58 新疆,华疆,,主评论
携手建行，缴纳水费享优惠,2023-12-10 12:37:26 新疆,阳光的人,我怎么在网上交不了水费了？,主评论
携手建行，缴纳水费享优惠,2023-08-03 16:54:54 新疆,в₀,,主评论
携手建行，缴纳水费享优惠,2023-07-31 21:12:53 新疆,虎嗅蔷薇,水号咋查,主评论
携手建行，缴纳水费享优惠,2023-07-31 16:25:09 新疆,龙 吟,卡号怎么查？,主评论
携手建行，缴纳水费享优惠,2023-07-31 15:46:15 新疆,雷斯李,太复杂了，没看懂,主评论
携手建行，缴纳水费享优惠,2023-07-31 14:39:31 新疆,美丽心情,点了完成  结果自动返回  不知道是什么操作,主评论
携手建行，缴纳水费享优惠,2023-07-31 14:21:44 新疆,OX童鞋 俊发大厦426室,物业收水费的话能享受这个吗,主评论
携手建行，缴纳水费享优惠,2023-07-31 13:56:03 新疆,小杰,水费不是要到物业去交吗，可以线上交了吗？,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（43项）检测结果,2023-12-05 18:23:19 新疆,知足常乐(Ch),乌市自來水不会被日本控制吧！,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（43项）检测结果,2023-12-05 17:58:06 新疆,🎹,青年路一建家属院，到冬天时我家自来水漂白粉浓度特别浓，就像淘米水一样白。夏天时自来水就特别清亮。这是什么原因？,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（43项）检测结果,2023-12-05 17:03:50 新疆,Mrxat,自己检自己？,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（43项）检测结果,2023-12-05 17:03:25 新疆,*鬼懒懒*,……我感觉水烧开有种奇怪的味道，像土，又像铁锈,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（43项）检测结果,2023-11-29 19:18:15 新疆,紫漠,又有骗子在小区业主群里大放厥词，称自来水、净水器过滤后的水多么不能目睹，说如果水质好为什么会在小区里安装净水设备…影响用户情绪,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（43项）检测结果,2023-11-02 19:54:05 新疆,无阿明,,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（43项）检测结果,2023-11-02 19:53:48 新疆,无阿明,TMD水一股味，这也都能合格，当我不认字,主评论
2023年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2023-11-17 19:22:38 新疆,伪艺术家,,主评论
2023年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2023-11-06 23:01:56 新疆,新国,水质月来冃差,主评论
2023年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2023-11-03 13:19:46 新疆,知足常乐(Ch),乌鲁木齐水业集团:乌市自來水碱性太大水垢太多，暖水瓶几天就要除一次水垢,主评论
自治区党委常委会召开会议 研究部署铸牢中华民族共同体意识和中国（新疆）自贸试验区建设工作,2023-11-17 19:21:13 新疆,伪艺术家,,主评论
自治区党委常委会召开会议 研究部署铸牢中华民族共同体意识和中国（新疆）自贸试验区建设工作,2023-11-04 18:18:39 新疆,郝顺起,冬天把房子烧热点，,主评论
​水业集团打击假国企举报电话：3072780,2023-11-02 13:53:16 新疆,马木提,7,主评论
​水业集团打击假国企举报电话：3072780,2023-09-08 07:53:17 新疆,(光明磊落)魏小红,水费用交了，达停水的呢。为什么呢？,主评论
​水业集团打击假国企举报电话：3072780,2023-08-25 01:28:13 新疆,随风飘动,杜建武,主评论
​水业集团打击假国企举报电话：3072780,2023-08-22 00:15:21 新疆,艾山江.阿不拉,水放掉,主评论
​水业集团打击假国企举报电话：3072780,2023-08-21 23:07:13 新疆,晚风吹,三天前交了水费，今天又停水了，没给解决,主评论
​水业集团打击假国企举报电话：3072780,2023-08-21 18:48:34 新疆,董志伟,，，√,主评论
​水业集团打击假国企举报电话：3072780,2023-08-20 23:42:39 新疆,💋🌹💕,,主评论
​水业集团打击假国企举报电话：3072780,2023-08-19 09:53:26 新疆,💋🌹💕,,主评论
​水业集团打击假国企举报电话：3072780,2023-08-11 07:31:43 新疆,烟雨蒙蒙,水质太差了，烧水壶都是白色的,主评论
​水业集团打击假国企举报电话：3072780,2023-08-10 10:59:02 新疆,gulxat,自己在家可以买水吗，不用到物业买,主评论
​水业集团打击假国企举报电话：3072780,2023-08-10 10:07:08 新疆,Pαdσяα,什么意思？不会说清楚啊？,主评论
​水业集团打击假国企举报电话：3072780,2023-08-09 14:13:14 湖北,金沙,什么叫假国企，为,主评论
​水业集团打击假国企举报电话：3072780,2023-08-09 13:15:50 新疆,兵歌,什么意思,主评论
​水业集团打击假国企举报电话：3072780,2023-08-09 12:27:48 新疆,🍉,指的是冒充水业集团的么？,主评论
​水业集团打击假国企举报电话：3072780,2023-08-09 12:11:12 新疆,张旭,啥意思,主评论
​水业集团打击假国企举报电话：3072780,2023-08-09 12:06:13 新疆,一生之水,怎么举报水业集团乱收费,主评论
扎实推进节水蓄水调水增水重点工作不断提升新疆水资源配置水平和利用效率,2023-10-15 13:35:31 新疆,席妈,r我水还有多少銭,主评论
2023年乌鲁木齐市出厂水水质常规及扩展指标（97项）检测结果,2023-10-03 00:35:28 新疆,快乐张姨,你们每个月几号打水费，一个月一教，还是两个月教，应当把，年，月，日，都写在上面，我们才能看清出。,主评论
2023年乌鲁木齐市出厂水水质常规及扩展指标（97项）检测结果,2023-09-30 17:53:00 四川,好人一生平安31313,米东区的自来水也是一样的吗？,主评论
停 水 通 知,2023-10-01 13:50:55 新疆,自由自在18689861658,你的通知我现在才看到，那我把欠费全交J，马上就能送水吗？另外请问的发款是依见那个文件制定的,主评论
停 水 通 知,2022-12-14 23:08:20 新疆,马云,,主评论
停 水 通 知,2022-12-13 17:39:28 新疆,与烟为伴,能不能给个准确的时间！,主评论
停 水 通 知,2022-12-13 10:34:04 新疆,海天涯,时间到了，为啥不恢复供水,主评论
停 水 通 知,2022-12-11 18:23:23 新疆,胖龙,热线是真的热，根本没法打通,主评论
停 水 通 知,2022-12-11 12:33:20 新疆,兜🍐(๑òᆺó๑)有🍬,干啥*的,主评论
停 水 通 知,2022-12-11 12:11:58 新疆,Carpe Diem,,主评论
乌鲁木齐市委第四巡察组巡察市水业集团党委工作动员会召开,2023-09-24 11:40:07 新疆,青松,c我5一9月已交水费，但查不到交费账单，怎样才能查到,主评论
乌鲁木齐市委第四巡察组巡察市水业集团党委工作动员会召开,2023-03-23 17:00:11 新疆,缘源,自来水公司水费清单应该详细到每个月。,主评论
乌鲁木齐市委第四巡察组巡察市水业集团党委工作动员会召开,2023-03-20 20:43:16 新疆,果儿,能不能看看乌市五一农场的水质根本不能喝，两年的都是黄黄苦涩的水。反应了根本没人管,主评论
乌鲁木齐市委第四巡察组巡察市水业集团党委工作动员会召开,2023-03-20 19:37:45 新疆,自由自在,现在为什么要梆定？以前维信交费又沒发票什么信息都治有，这次如何交水费？,主评论
乌鲁木齐市委第四巡察组巡察市水业集团党委工作动员会召开,2023-03-20 19:33:27 新疆,程（13565925552）,五一农场，林曦九英里小区，自来水发黄，居民苦不堪言,主评论
乌鲁木齐市委第四巡察组巡察市水业集团党委工作动员会召开,2023-03-20 19:06:55 新疆,光阴荏苒,"我住在新市区蓝盾小区这里的水质不如水区七道湾路兵团四建芙蓉社区的
   蓝盾小区的水烧完开水后开水壶里水垢很多 希望能给我们说明这是为什么？
    望回复",主评论
乌鲁木齐市委第四巡察组巡察市水业集团党委工作动员会召开,2023-03-20 19:06:07 新疆,光阴荏苒,,主评论
乌鲁木齐市委第四巡察组巡察市水业集团党委工作动员会召开,2023-03-20 14:56:55 新疆,@～笑容°,,主评论
乌鲁木齐市委第四巡察组巡察市水业集团党委工作动员会召开,2023-03-20 14:56:01 新疆,李柏山13899973369,投诉举报米东区供排水公司欺行霸市，乱收费，举报人李柏山电话13899890133,主评论
乌鲁木齐市委第四巡察组巡察市水业集团党委工作动员会召开,2023-03-20 14:45:38 新疆,铁汉,提高服务态度,主评论
2023年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2023-09-05 10:56:37 新疆,风,自家说自家的，肯定合格,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（43项）检测结果,2023-09-07 00:38:38 新疆,苏醒,下次能不能抽检一下沙区雅山郡的水,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（43项）检测结果,2023-09-05 11:00:54 新疆,ꕥ᭄薇薇安ꦿঞ,新市区国美花园的水质报告发出来看看，我们小区的自来水臭了一个多月了，你们不解决,主评论
习近平在“金砖+”领导人对话会上的讲话（全文）,2023-08-25 22:44:40 新疆,阿真༻,伟大光荣正确。,主评论
习近平在“金砖+”领导人对话会上的讲话（全文）,2023-08-25 12:17:33 新疆,风,你们没事吧。,主评论
2023年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2023-08-07 12:53:06 新疆,胖虎,你们这个检测是自己在骗自己吗，放出的水都发黄，还检测合格，真有脸说,主评论
2023年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2023-08-03 22:31:12 新疆,零度火焰,乌鲁木齐中豪润园小区水压低的问题，给你们反映几次了，不解决也不给回个话吗,主评论
2023年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2023-08-03 19:18:42 新疆,枫叶,这两年我家的水每天烧开水，壶里的水垢都很多，白乎乎的。每天烧完水以后都要用清洁球洗烧水的。,主评论
2023年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2023-08-03 16:58:12 新疆,迪化候鸟。,在网上看到，全国各地城市自来水兰州市质量第一名，烏鲁木齐第七名，不知真假。,主评论
2023年乌鲁木齐市出厂水水质常规指标（43项）检测结果,2023-08-03 16:53:10 新疆,阿司,越到北边水质越差！,主评论
2023年6月乌鲁木齐市出厂水水质常规指标（43项）检测结果,2023-07-15 00:01:26 新疆,曾,,主评论
2023年6月乌鲁木齐市管网末梢水水质常规指标（43项）检测结果,2023-07-03 20:22:58 新疆,顺源,水质是关系到民生建康最大的直接问题。保证水质量就是保民生建康之本。,主评论
2023年乌鲁木齐市出厂水水质常规及扩展指标（97项）检测结果,2023-06-02 15:45:51 新疆,胖车胖车,看看石油新村的水吧，硬度太高了热水器水龙头都伤不起,主评论
2023年乌鲁木齐市出厂水水质常规及扩展指标（97项）检测结果,2023-06-02 14:21:19 新疆,平安了,高层二次供水你们应该也给监测一下,主评论
2023年乌鲁木齐市出厂水水质常规及扩展指标（97项）检测结果,2023-06-02 14:03:29 新疆,.,,主评论
2023年乌鲁木齐市管网末梢水水质常规及扩展指标（97项）检测结果,2023-06-02 13:12:52 新疆,你是狮尾狒吗,"很好, 很不错的水",主评论
2023年乌鲁木齐市管网末梢水水质常规及扩展指标（97项）检测结果,2023-06-02 13:06:39 新疆,悍马,我家住在18楼，水质经小区内的纯静水公司检测后，都不敢看了，还说重金属超标。,主评论
2023年乌鲁木齐市出厂水水质常规指标（42项）检测结果,2023-05-06 23:12:07 新疆,光阴荏苒,新市区北京北路上的蓝盾小区的自来水里有杂质 这里的水质不如水磨沟区七道湾南路兵团四建芙蓉社区的水质,主评论
2023年乌鲁木齐市出厂水水质常规指标（42项）检测结果,2023-05-06 23:10:07 新疆,光阴荏苒,,主评论
2023年乌鲁木齐市出厂水水质常规指标（42项）检测结果,2023-04-28 20:06:29 新疆,吴小福,为什么乌鲁木齐的水水垢那么重，现在科技这么发达没有办法解决吗？,主评论
2023年乌鲁木齐市出厂水水质常规指标（42项）检测结果,2023-04-28 18:25:39 新疆,茶博士,自来水的泥腥味是合格的味道吗、谁解释一下,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（42项）检测结果,2023-04-30 00:19:26 新疆,乌布力 艾合麦提,,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（42项）检测结果,2023-04-05 11:12:07 新疆,彭丹,八钢以及头屯河农场加富小区，惠邦小区等。水浑浊，发黄。不能用，反应很长时间，未解决！,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（42项）检测结果,2023-04-04 16:07:30 新疆,了一,都合格！但格林威治城三期金山谷小区的水碱（老百姓的称呼）极其严重，水壶（不管是烧水壶还是电水壶）总是结厚厚的一层，暖水瓶永远沉淀一层白渣！,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（42项）检测结果,2023-04-04 13:17:47 新疆,70后的王先生,你好。我是水磨沟区恒大都市果岭的住户。小区的自来水经过二次管网入户，自来水沉淀之后都有肉眼的泥沙和杂志。这样的水我们希望你们能够好好测试一下。希望你们能做我们乌市人民喝到好水的保护神。,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（42项）检测结果,2023-04-04 12:57:06 新疆,，，，,不安净水器接出来的水都是白色的，放置一会才变透明。而且没有净水器烧出来的水全是水垢。唉,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（42项）检测结果,2023-03-10 13:23:12 新疆,了一,乌鲁木齐市沙依巴克区格林威治城三期金山谷小区水质极差！,主评论
2023年乌鲁木齐市出厂水水质常规指标（42项）检测结果,2023-03-03 16:21:10 新疆,vermouth,这是检验的哪的水？,主评论
2022年12月23日停水通知,2023-02-08 17:34:28 新疆,张同斌,你们的电话怎么打不通啊,主评论
2022年12月23日停水通知,2023-02-05 22:41:13 新疆,L,,主评论
2022年12月23日停水通知,2023-01-28 22:30:29 新疆,木木,打电话都说忙先，打了一天的电话没人接，挺忙的,主评论
2022年12月23日停水通知,2022-12-26 10:35:58 新疆,陈玉兰,三年来只要停一次水，来水后我们家的水就不正常，按你们的要求 不停的换电池 ，这一次从10月份封闭期间，停了一次水之后我家的水又有故障 给客服打电话按你们的指示再次换了电池，直到本月22号又没水通过问邻居说是停水了，23号短暂的有一点水又没了，我以为还是停水，好24号邻居说水早都来了，给你们客服打电话打不通，24号邻居上门再次帮我换电池，还是没有水，截止现在一直没有水，我家是烧壁挂炉，这么冷的天气没有水，也不敢空烧，孩子和我都冻感冒了，直到25号反应过诉求，但一直没有人上门维修，今天早上我一直打电话客服没人接听。疫情三年期间我们一直在与水抗争，这个水表是你们三年前强制更换的，三年前从来没有过问题。请给予解答。,主评论
2022年12月23日停水通知,2022-12-24 18:56:26 新疆,,都来水怎么水压还那么小？居民难道不用水吗？人工客服也一直没人接,主评论
2022年12月23日停水通知,2022-12-24 10:02:23 新疆,王智礼 （广告办公用品耗材）,人民路的水啥时候来啊,主评论
2022年12月23日停水通知,2022-12-23 22:09:32 新疆,马建中,明天红山路还停水吗,主评论
2022年12月23日停水通知,2022-12-23 21:14:22 新疆,胜利粑粑糖,等待人工客服，转接N次直接给我挂了，这客服有什么意义，玩呢,主评论
2022年12月23日停水通知,2022-12-23 17:48:47 新疆,🎏柳芭,没写前进街！怎么就停了？,主评论
2022年12月23日停水通知,2022-12-23 17:26:16 新疆,燕,不在这个范围内的也停水了，客服热线永远打不通！,主评论
2022年12月23日停水通知,2022-12-23 14:02:06 新疆,小穆老爹,说的10点停，八点多就给停了！,主评论
2022年12月23日停水通知,2022-12-23 14:01:28 新疆,坚哥,长春路宝石花苑怎么没停水,主评论
2022年12月23日停水通知,2022-12-23 10:07:05 新疆,迪莉💞,说好的10点 你特么9点20就关闸 有点信用不行么？,主评论
2022年12月23日停水通知,2022-12-23 09:25:54 新疆,天佑乐乐,说好的10点停水，结果8:00就停水了，那你就直接说8:00停水，我们也好做准备啊,主评论
2022年12月23日停水通知,2022-12-23 08:49:28 新疆,发时间,正洗澡呢停水，不是说10点，8.30停什么水呢。,主评论
2022年12月23日停水通知,2022-12-23 08:35:30 新疆,💫静宜💫,通知10点停水，早上8点起来就已经没水了！,主评论
2022年12月23日停水通知,2022-12-23 08:30:53 新疆,雪,怎么提前停水了？早上8点起来已没水，不是说10点吗？,主评论
2022年12月23日停水通知,2022-12-23 07:47:38 新疆,L,你们不是10点停水嘛 现在几点就停水呢 说话呢还是放屁呢,主评论
2022年12月23日停水通知,2022-12-22 22:10:47 新疆,奔跑的黑子,认真的吗？！这范围太大了吧，时间还这么长！,主评论
2022年12月23日停水通知,2022-12-22 12:26:20 新疆,李刚,发个停水区域地图不是更直观吗？,主评论
2022年12月23日停水通知,2022-12-22 04:28:02 新疆,天空美丽,北京北路停水吗？机械厂这里,主评论
2022年12月23日停水通知,2022-12-21 23:33:06 新疆,樊广禄,把地下室空桶拿上来备水冲厕所和洗手用。食堂买飯吃，对付24小时吧！″,主评论
2022年12月23日停水通知,2022-12-21 22:28:39 新疆,向往的年代,冬季施工很必要吗？,主评论
2022年12月23日停水通知,2022-12-21 22:07:53 新疆,天高,一天一夜，还要顺延。家里能备多少水？吃饭好说用水少，拉屎拉尿怎么办？还好意思说让谅解。,主评论
2022年12月23日停水通知,2022-12-21 21:21:22 新疆,有空多爱自己,两个“人民路”，是不是写错了？,主评论
2022年12月23日停水通知,2022-12-21 21:14:23 新疆,Nafi,确定是23号么,主评论
2023年乌鲁木齐市出厂水水质常规指标（42项）检测结果,2023-02-07 13:42:09 新疆,好👌🏻,不要糊弄老百姓了你们敢来维斯特世纪花园一期检测一下吗？一年换几个水龙头,主评论
2023年乌鲁木齐市出厂水水质常规指标（42项）检测结果,2023-02-03 17:35:15 新疆,快乐幸福到永远,乌市有好几个水厂，水磨沟的乌拉泊的，西山的，你这个指标是指哪个水厂的检验指标？难道是所有的水厂都是这个指标吗？,主评论
2023年乌鲁木齐市出厂水水质常规指标（42项）检测结果,2023-02-03 17:29:51 新疆,老疙瘩,水质越来越差。,主评论
2023年乌鲁木齐市出厂水水质常规指标（42项）检测结果,2023-02-03 17:19:59 新疆,老疙瘩,是你们自己说的检测结果。,主评论
2023年乌鲁木齐市出厂水水质常规指标（42项）检测结果,2023-02-03 17:18:39 新疆,老疙瘩,不是真实的检测结果。,主评论
2023年乌鲁木齐市出厂水水质常规指标（42项）检测结果,2023-02-03 17:17:15 新疆,老疙瘩,水质越来越差。,主评论
2023年乌鲁木齐市管网末梢水水质常规指标（42项）检测结果,2023-02-04 14:18:17 新疆,映田,乌鲁木齐市管网末梢水质检测是指高层到户的水质吗？是高层二次供水出水质量检测吗？,主评论
2022年乌鲁木齐市出厂水水质常规指标（42项）检测结果,2023-02-03 19:29:37 新疆,火云,这指标靠谱吗？你们能找第三方机构去住户家里检测一下吗？你们自己去家访一下，有点经济能力的有几家敢喝你们提供的自来水？,主评论
2022年乌鲁木齐市出厂水水质常规指标（42项）检测结果,2023-01-05 18:10:54 新疆,北方北方北,喝过那么多的水，就乌鲁木齐的水是最好喝的，没有异味，没有异色，也没有喝下去那种粘稠的感觉，清清爽爽的，给乌鲁木齐市水业点赞👍🏻！,主评论
2022年乌鲁木齐市出厂水水质常规指标（42项）检测结果,2023-01-03 18:00:12 新疆,沐璃,说这么多我也不懂只是知道，这次疫情之后的水，浑的都像面汤，天天洗杯子，杯子里的水糊糊的简直了以前还没有这么严重现在简直无法喝，,主评论
2022年乌鲁木齐市出厂水水质常规指标（42项）检测结果,2023-01-03 16:36:55 新疆,苏江玲,水是生命之源：节日里感谢“乌鲁木齐水业”全体人员为居民用水所付出的无私奉献道一声，辛苦了👮 致敬，新年快乐！🇨🇳 🇨🇳 🇨🇳,主评论
2022年乌鲁木齐市出厂水水质常规指标（42项）检测结果,2023-01-03 16:31:40 新疆,匿名者🎩,,主评论
2022年乌鲁木齐市管网末梢水水质常规指标（42项）检测结果,2023-01-09 20:16:24 新疆,雪.傾城之戀：,我家水表没电了，可你们的电话又打不通，请问怎么才能和你们连系呀？我的电话是18690630052,主评论
2022年乌鲁木齐市管网末梢水水质常规指标（42项）检测结果,2023-01-03 21:54:34 新疆,金马甲,水质水质好坏，百姓一窍不通，谁来检测自来水公司的水质达不达标，这是关键，再就是企业是不是严格执行标准，每天的水都是合格的。,主评论
2022年乌鲁木齐市管网末梢水水质常规指标（42项）检测结果,2023-01-03 16:53:55 新疆,苏江玲,平时，只管有水用就行，没有想到水有这么多的检测报告再次感谢“乌鲁木齐水业”人员为居民《健康安全饮水》所做岀的一切。节约用水从我做起✊ 学习转发！🇨🇳 🇨🇳 🇨🇳,主评论
2022年乌鲁木齐市管网末梢水水质常规指标（42项）检测结果,2023-01-03 16:46:02 新疆,苏江玲,,主评论
众志成城 坚守一线 助力疫情防控,2022-12-24 01:30:47 新疆,天高海阔,,主评论
众志成城 坚守一线 助力疫情防控,2022-11-21 11:06:13 新疆,R,垃圾,主评论
众志成城 坚守一线 助力疫情防控,2022-10-31 16:25:30 新疆,静,家里自来水烧出来的开水，喝起来消毒片的味是越来越浓，请水厂不要在自来水里添加过多消毒成分，你无法把自来水里消毒成分的比例加大到能杀死新冠病毒的程度，能杀死新冠病毒的比例即便不能立马杀死人，也对人有很大害处，最近我总是口腔溃疡，胃痛,主评论
众志成城 坚守一线 助力疫情防控,2022-10-15 16:13:52 新疆,明心见性,,主评论
众志成城 坚守一线 助力疫情防控,2022-10-15 16:09:25 新疆,明心见性,,主评论
众志成城 坚守一线 助力疫情防控,2022-09-24 09:54:21 新疆,付怀德,为什么石油新村9月24日停水了没有通知,主评论
众志成城 坚守一线 助力疫情防控,2022-09-07 23:13:03 新疆,习老师,为水业抗疫战士点赞👍 👏 🇨🇳,主评论
众志成城 坚守一线 助力疫情防控,2022-09-05 18:30:03 新疆, 小小,个个都是好样的！为你们点赞,主评论
众志成城 坚守一线 助力疫情防控,2022-09-05 18:01:16 新疆,AYBAT,何时是个头啊,主评论
停 水 通 知,2022-12-21 12:57:06 新疆,一蓑烟雨 (小崔),水业公司的各位官们:来通知称:因欠水费要停水，但按微信缴费流程操作，操作数十次根本无法缴进去，此版本老旧，早该升级了，疫情其间，还如此情况，难道让百姓上营业厅去缴费吗？打2648888人工接听一天都被告知:忙忙忙，沒有接通的时候。请官们关注一下这个问题,主评论
停 水 通 知,2022-12-17 18:25:21 新疆,合一,从来都接不到任何停水的提前通知！！,主评论
停 水 通 知,2022-12-17 05:56:08 新疆,郭明强,谁他妈的主意，冬天施工，都17号了不来水，电话打了也不回复不来水原因，老百姓活着不容易呀,主评论
停 水 通 知,2022-12-16 18:57:16 新疆,李李,太过分了，夏天、冬天没完没了的停水，昨天下午停水到现在万科中央公园一期还没有来水！你们这是想干什么呢？万科这里是全市水管线主动脉吗？哪里管线碰接都少不了万科中央公园一期，真是太气愤了！,主评论
停 水 通 知,2022-12-16 15:58:21 新疆,果是因生（婷）,啥时来水,主评论
停 水 通 知,2022-12-16 14:59:48 新疆,坚持,几点能供水？,主评论
停 水 通 知,2022-12-16 13:43:44 新疆,我的中国心,到现在都没有水，怎么回事？,主评论
停 水 通 知,2022-12-16 12:51:18 新疆,吴京,请问会展大道何时来水,主评论
停 水 通 知,2022-12-16 11:31:02 新疆,韞之_,去NMD说好时间就按时来水，说的10点，等到11点半了也不来，光让我们居民体谅你们，你们想一哈拉完屎冲不掉撒概念吧，谁体谅一哈我们呢MLGB吧！,主评论
停 水 通 知,2022-12-16 10:37:24 新疆,小飞侠。,你们这个电话也是怎么打都没人接的,主评论
停 水 通 知,2022-12-16 10:37:02 新疆,小飞侠。,说好的早上10点来水怎么还不来,主评论
停 水 通 知,2022-12-16 00:51:10 新疆,清悦,东泉路水压低为什么会都停水，说清楚呀,主评论
停 水 通 知,2022-12-15 11:14:46 新疆,亲猫猫鱼,,主评论
停 水 通 知,2022-12-14 23:19:15 新疆,罗观,,主评论
停 水 通 知,2022-12-14 21:19:46 新疆,平安一生,停水暖气也无法供暖了,主评论
停 水 通 知,2022-12-14 18:46:57 新疆,刘旭霄 13999281843,范围好大啊,主评论
停 水 通 知,2022-12-14 15:11:38 新疆,胡挺,,主评论
停 水 通 知,2022-12-13 16:27:09 新疆,舒心,,主评论
停 水 通 知,2022-12-13 15:43:36 新疆,明月出天山,我们所在的水区立井街会不会停水呢！,主评论
停 水 通 知,2022-12-12 11:37:38 新疆,阿宝🇨🇳,惠民工程。感谢您的辛勤付出,主评论
水业集团关于静态管理期间供排水保障工作的安排,2022-11-28 15:41:51 新疆,丁建华,我家今天停水了，目前找谁啊？打2468888电话也无人接听!,主评论
水业集团关于静态管理期间供排水保障工作的安排,2022-10-31 09:55:29 新疆,胡杨树,我就想咨询沙区供水公司，就是没有电话,主评论
水业集团关于静态管理期间供排水保障工作的安排,2022-10-09 10:53:38 新疆,锋润哥,我们家的水表，搂下用水我家楼上水表就转,主评论
